Belegnummer,Belegdatum,FilialeID,ProduktID,KundeID,Menge,Rabatt
B101550,2025-07-08,F2,P16,K0078,1,0.25
B101551,2025-07-08,F2,P06,K0047,1,0.15
B101552,2025-07-08,F3,P17,K0127,1,0.0
B101553,2025-07-08,F4,P16,K0149,1,0.08
B101554,2025-07-08,F4,P06,K0151,1,0.05
B101555,2025-07-08,F4,P08,K0161,2,0.03
B101556,2025-07-09,F1,P08,K0016,2,0.0
B101557,2025-07-09,F1,P18,K0036,1,0.03
B101558,2025-07-09,F1,P16,K0019,1,0.1
B101559,2025-07-09,F1,P11,K0045,3,0.0
B101560,2025-07-09,F2,P04,K0072,1,0.2
B101561,2025-07-09,F2,P08,K0048,2,0.25
B101562,2025-07-09,F3,P12,K0109,1,0.0
B101563,2025-07-10,F1,P16,K0030,1,0.05
B101564,2025-07-10,F1,P05,K0030,1,0.1
B101565,2025-07-10,F1,P17,K0021,1,0.0
B101566,2025-07-10,F2,P13,K0054,2,0.25
B101567,2025-07-10,F2,P08,K0061,1,0.2
B101568,2025-07-10,F3,P09,K0131,3,0.0
B101569,2025-07-10,F3,P08,K0110,1,0.05
B101570,2025-07-11,F1,P09,K0013,1,0.05
B101571,2025-07-11,F2,P09,K0080,1,0.2
B101572,2025-07-11,F2,P04,K0058,1,0.2
B101573,2025-07-11,F2,P06,K0053,1,0.15
B101574,2025-07-11,F2,P15,K0051,1,0.2
B101575,2025-07-11,F3,P05,K0089,1,0.05
B101576,2025-07-11,F3,P17,K0090,1,0.08
B101577,2025-07-11,F3,P15,K0087,1,0.0
B101578,2025-07-11,F4,P08,K0151,1,0.1
B101579,2025-07-11,F4,P17,K0159,1,0.1
B101580,2025-07-12,F1,P17,K0029,1,0.05
B101581,2025-07-12,F1,P07,K0043,1,0.05
B101582,2025-07-12,F1,P05,K0009,1,0.08
B101583,2025-07-12,F1,P09,K0017,1,0.05
B101584,2025-07-12,F2,P08,K0026,2,0.15
B101585,2025-07-12,F2,P08,K0047,1,0.15
B101586,2025-07-12,F2,P06,K0075,1,0.25
B101587,2025-07-12,F2,P12,K0076,1,0.2
B101588,2025-07-12,F2,P03,K0077,1,0.15
B101589,2025-07-12,F2,P16,K0068,1,0.25
B101590,2025-07-12,F2,P04,K0046,1,0.2
B101591,2025-07-12,F3,P12,K0107,1,0.1
B101592,2025-07-12,F3,P03,K0111,1,0.05
B101593,2025-07-12,F3,P11,K0045,1,0.1
B101594,2025-07-12,F3,P09,K0133,2,0.1
B101595,2025-07-12,F3,P08,K0101,1,0.0
B101596,2025-07-12,F3,P11,K0105,3,0.0
B101597,2025-07-12,F4,P13,K0144,2,0.05
B101598,2025-07-12,F4,P08,K0144,3,0.03
B101599,2025-07-14,F1,P08,K0021,1,0.1
B101600,2025-07-14,F1,P17,K0037,1,0.0
B101601,2025-07-14,F2,P14,K0073,2,0.2
B101602,2025-07-14,F2,P08,K0078,2,0.15
B101603,2025-07-14,F2,P04,K0074,1,0.15
B101604,2025-07-14,F2,P09,K0062,1,0.25
B101605,2025-07-14,F3,P08,K0108,2,0.0
B101606,2025-07-14,F3,P15,K0086,2,0.05
B101607,2025-07-14,F3,P08,K0110,1,0.05
B101608,2025-07-14,F4,P06,K0157,1,0.05
B101609,2025-07-14,F4,P11,K0161,2,0.0
B101610,2025-07-14,F4,P09,K0138,2,0.0
B101611,2025-07-14,F4,P10,K0146,1,0.05
B101612,2025-07-15,F2,P16,K0083,1,0.2
B101613,2025-07-15,F2,P13,K0053,2,0.2
B101614,2025-07-15,F2,P11,K0066,1,0.2
B101615,2025-07-15,F2,P16,K0059,1,0.15
B101616,2025-07-15,F3,P12,K0109,1,0.03
B101617,2025-07-15,F3,P02,K0124,1,0.0
B101618,2025-07-15,F3,P08,K0121,3,0.0
B101619,2025-07-15,F4,P09,K0146,2,0.05
B101620,2025-07-15,F4,P04,K0159,1,0.08
B101621,2025-07-16,F1,P12,K0027,2,0.0
B101622,2025-07-16,F1,P11,K0009,3,0.1
B101623,2025-07-16,F1,P04,K0032,1,0.1
B101624,2025-07-16,F1,P17,K0125,1,0.1
B101625,2025-07-16,F1,P09,K0003,2,0.03
B101626,2025-07-16,F2,P01,K0110,1,0.25
B101627,2025-07-16,F2,P18,K0057,1,0.2
B101628,2025-07-16,F2,P18,K0051,1,0.15
B101629,2025-07-16,F3,P01,K0101,1,0.1
B101630,2025-07-16,F3,P10,K0129,3,0.0
B101631,2025-07-16,F4,P14,K0152,2,0.05
B101632,2025-07-16,F4,P14,K0138,1,0.05
B101633,2025-07-17,F1,P17,K0038,1,0.05
B101634,2025-07-17,F1,P08,K0006,1,0.0
B101635,2025-07-17,F1,P11,K0111,3,0.05
B101636,2025-07-17,F1,P15,K0009,1,0.1
B101637,2025-07-17,F2,P15,K0079,2,0.25
B101638,2025-07-17,F2,P01,K0081,1,0.15
B101639,2025-07-17,F2,P16,K0071,1,0.25
B101640,2025-07-17,F3,P16,K0100,1,0.08
B101641,2025-07-17,F3,P02,K0098,1,0.0
B101642,2025-07-17,F3,P15,K0095,2,0.1
B101643,2025-07-17,F4,P14,K0153,2,0.1
B101644,2025-07-18,F1,P14,K0022,2,0.1
B101645,2025-07-18,F2,P16,K0052,1,0.15
B101646,2025-07-18,F2,P06,K0062,1,0.15
B101647,2025-07-18,F2,P15,K0071,1,0.2
B101648,2025-07-18,F3,P01,K0104,1,0.1
B101649,2025-07-18,F3,P09,K0088,1,0.05
B101650,2025-07-18,F3,P18,K0117,1,0.0
B101651,2025-07-18,F3,P12,K0124,3,0.0
B101652,2025-07-18,F4,P15,K0135,2,0.0
B101653,2025-07-18,F4,P05,K0153,1,0.1
B101654,2025-07-19,F1,P11,K0013,1,0.1
B101655,2025-07-19,F1,P08,K0034,1,0.05
B101656,2025-07-19,F1,P14,K0033,2,0.1
B101657,2025-07-19,F2,P08,K0061,2,0.25
B101658,2025-07-19,F2,P17,K0057,1,0.2
B101659,2025-07-19,F3,P15,K0129,1,0.1
B101660,2025-07-19,F3,P02,K0106,1,0.03
B101661,2025-07-19,F3,P17,K0122,1,0.0
B101662,2025-07-19,F3,P18,K0148,1,0.03
B101663,2025-07-19,F3,P11,K0091,1,0.05
B101664,2025-07-19,F4,P17,K0138,1,0.05
B101665,2025-07-21,F1,P11,K0012,2,0.1
B101666,2025-07-21,F1,P11,K0027,2,0.05
B101667,2025-07-21,F1,P12,K0030,1,0.0
B101668,2025-07-21,F2,P11,K0049,2,0.15
B101669,2025-07-21,F2,P09,K0077,1,0.2
B101670,2025-07-21,F3,P06,K0105,1,0.03
B101671,2025-07-21,F3,P15,K0119,2,0.0
B101672,2025-07-21,F3,P16,K0106,1,0.0
B101673,2025-07-21,F3,P10,K0114,2,0.05
B101674,2025-07-21,F3,P08,K0083,1,0.05
B101675,2025-07-21,F3,P16,K0123,1,0.0
B101676,2025-07-21,F3,P09,K0119,3,0.05
B101677,2025-07-21,F4,P18,K0144,1,0.1
B101678,2025-07-22,F1,P09,K0032,2,0.1
B101679,2025-07-22,F1,P16,K0044,1,0.0
B101680,2025-07-22,F1,P02,K0036,1,0.0
B101681,2025-07-22,F1,P07,K0026,1,0.1
B101682,2025-07-22,F2,P08,K0059,1,0.2
B101683,2025-07-22,F2,P04,K0057,1,0.2
B101684,2025-07-22,F2,P03,K0076,1,0.2
B101685,2025-07-22,F3,P09,K0086,2,0.05
B101686,2025-07-22,F3,P11,K0106,1,0.0
B101687,2025-07-22,F3,P10,K0110,3,0.1
B101688,2025-07-22,F3,P10,K0124,1,0.03
B101689,2025-07-22,F4,P12,K0149,1,0.1
B101690,2025-07-22,F4,P18,K0140,1,0.0
B101691,2025-07-22,F4,P12,K0152,1,0.05
B101692,2025-07-22,F4,P18,K0152,1,0.0
B101693,2025-07-23,F1,P01,K0113,1,0.05
B101694,2025-07-23,F2,P04,K0072,1,0.2
B101695,2025-07-23,F2,P10,K0067,3,0.15
B101696,2025-07-23,F2,P13,K0065,1,0.2
B101697,2025-07-23,F3,P08,K0130,1,0.05
B101698,2025-07-23,F3,P14,K0111,2,0.05
B101699,2025-07-23,F3,P11,K0115,3,0.0
B101700,2025-07-23,F4,P02,K0150,1,0.0
B101701,2025-07-23,F4,P15,K0142,1,0.05
B101702,2025-07-24,F1,P18,K0014,1,0.1
B101703,2025-07-24,F1,P13,K0001,2,0.05
B101704,2025-07-24,F1,P15,K0010,1,0.03
B101705,2025-07-24,F1,P16,K0023,1,0.05
B101706,2025-07-24,F2,P15,K0054,1,0.25
B101707,2025-07-24,F2,P10,K0081,3,0.25
B101708,2025-07-24,F3,P03,K0118,1,0.0
B101709,2025-07-24,F3,P16,K0110,1,0.1
B101710,2025-07-24,F3,P17,K0109,1,0.0
B101711,2025-07-24,F3,P13,K0044,2,0.0
B101712,2025-07-24,F4,P16,K0149,1,0.1
B101713,2025-07-24,F4,P09,K0146,2,0.03
B101714,2025-07-24,F4,P09,K0154,1,0.05
B101715,2025-07-25,F1,P17,K0153,1,0.1
B101716,2025-07-25,F1,P17,K0002,1,0.05
B101717,2025-07-25,F1,P15,K0019,2,0.05
B101718,2025-07-25,F1,P12,K0006,2,0.1
B101719,2025-07-25,F2,P10,K0024,2,0.25
B101720,2025-07-25,F2,P06,K0069,1,0.2
B101721,2025-07-25,F2,P12,K0082,3,0.2
B101722,2025-07-26,F1,P09,K0146,3,0.05
B101723,2025-07-26,F1,P05,K0038,1,0.05
B101724,2025-07-26,F1,P11,K0010,2,0.0
B101725,2025-07-26,F1,P05,K0014,1,0.05
B101726,2025-07-26,F1,P04,K0026,1,0.1
B101727,2025-07-26,F2,P01,K0083,1,0.25
B101728,2025-07-26,F2,P09,K0078,3,0.15
B101729,2025-07-26,F2,P01,K0052,1,0.25
B101730,2025-07-26,F3,P06,K0128,1,0.1
B101731,2025-07-26,F3,P05,K0089,1,0.0
B101732,2025-07-26,F3,P02,K0087,1,0.05
B101733,2025-07-26,F3,P01,K0087,1,0.05
B101734,2025-07-26,F3,P10,K0099,1,0.03
B101735,2025-07-26,F3,P12,K0100,2,0.08
B101736,2025-07-28,F1,P10,K0034,2,0.1
B101737,2025-07-28,F1,P05,K0002,1,0.1
B101738,2025-07-28,F2,P09,K0066,1,0.2
B101739,2025-07-28,F2,P18,K0046,1,0.25
B101740,2025-07-28,F2,P12,K0009,2,0.25
B101741,2025-07-28,F3,P12,K0107,2,0.05
B101742,2025-07-28,F3,P02,K0096,1,0.0
B101743,2025-07-28,F3,P16,K0113,1,0.0
B101744,2025-07-28,F4,P07,K0142,1,0.08
B101745,2025-07-28,F4,P11,K0143,1,0.05
B101746,2025-07-28,F4,P01,K0160,1,0.05
B101747,2025-07-29,F1,P14,K0045,1,0.1
B101748,2025-07-29,F1,P05,K0020,1,0.05
B101749,2025-07-29,F2,P02,K0070,1,0.15
B101750,2025-07-29,F2,P08,K0046,1,0.15
B101751,2025-07-29,F2,P09,K0052,1,0.2
B101752,2025-07-29,F3,P01,K0119,1,0.0
B101753,2025-07-29,F3,P18,K0107,1,0.0
B101754,2025-07-29,F3,P15,K0110,2,0.0
B101755,2025-07-30,F1,P08,K0031,1,0.1
B101756,2025-07-30,F2,P11,K0062,1,0.25
B101757,2025-07-30,F2,P08,K0076,3,0.2
B101758,2025-07-30,F2,P13,K0046,1,0.2
B101759,2025-07-30,F2,P08,K0082,2,0.2
B101760,2025-07-30,F2,P13,K0083,2,0.15
B101761,2025-07-30,F3,P08,K0107,3,0.0
B101762,2025-07-30,F3,P13,K0047,1,0.0
B101763,2025-07-30,F3,P09,K0098,2,0.05
B101764,2025-07-30,F3,P18,K0127,1,0.0
B101765,2025-07-30,F3,P11,K0109,2,0.0
B101766,2025-07-30,F4,P13,K0156,1,0.0
B101767,2025-07-31,F1,P16,K0008,1,0.0
B101768,2025-07-31,F1,P11,K0030,2,0.0
B101769,2025-07-31,F1,P08,K0015,1,0.03
B101770,2025-07-31,F1,P17,K0026,1,0.08
B101771,2025-07-31,F2,P11,K0069,1,0.2
B101772,2025-07-31,F2,P17,K0056,1,0.2
B101773,2025-07-31,F2,P09,K0115,2,0.2
B101774,2025-07-31,F2,P13,K0072,1,0.2
B101775,2025-07-31,F3,P02,K0126,1,0.0
B101776,2025-07-31,F3,P08,K0133,3,0.0
B101777,2025-07-31,F3,P18,K0024,1,0.05
B101778,2025-07-31,F3,P05,K0130,1,0.0
B101779,2025-07-31,F3,P14,K0113,1,0.0
B101780,2025-07-31,F4,P18,K0144,1,0.0
B101781,2025-07-31,F4,P01,K0149,1,0.08
B101782,2025-07-31,F4,P11,K0136,1,0.0
B101783,2025-08-01,F1,P10,K0022,1,0.1
B101784,2025-08-01,F1,P01,K0161,1,0.1
B101785,2025-08-01,F2,P12,K0071,1,0.15
B101786,2025-08-01,F2,P08,K0100,3,0.2
B101787,2025-08-01,F3,P15,K0100,2,0.08
B101788,2025-08-01,F4,P14,K0157,1,0.03
B101789,2025-08-02,F1,P16,K0083,1,0.05
B101790,2025-08-02,F1,P10,K0066,3,0.0
B101791,2025-08-02,F1,P16,K0023,1,0.05
B101792,2025-08-02,F1,P12,K0016,1,0.05
B101793,2025-08-02,F2,P02,K0051,1,0.2
B101794,2025-08-02,F2,P02,K0069,1,0.15
B101795,2025-08-02,F3,P01,K0075,1,0.1
B101796,2025-08-02,F3,P18,K0127,1,0.0
B101797,2025-08-02,F3,P06,K0111,1,0.1
B101798,2025-08-02,F3,P09,K0071,2,0.08
B101799,2025-08-02,F3,P09,K0100,3,0.1
B101800,2025-08-02,F3,P03,K0089,1,0.05
B101801,2025-08-02,F4,P10,K0159,3,0.05
B101802,2025-08-02,F4,P12,K0157,1,0.1
B101803,2025-08-04,F1,P06,K0008,1,0.0
B101804,2025-08-04,F1,P11,K0027,3,0.0
B101805,2025-08-04,F2,P10,K0068,1,0.15
B101806,2025-08-04,F2,P18,K0051,1,0.2
B101807,2025-08-04,F2,P08,K0063,3,0.2
B101808,2025-08-04,F2,P09,K0066,2,0.2
B101809,2025-08-04,F2,P08,K0059,3,0.2
B101810,2025-08-04,F3,P08,K0120,2,0.0
B101811,2025-08-04,F3,P06,K0128,1,0.0
B101812,2025-08-04,F3,P10,K0096,3,0.1
B101813,2025-08-04,F3,P05,K0103,1,0.05
B101814,2025-08-04,F4,P11,K0138,1,0.05
B101815,2025-08-04,F4,P05,K0157,1,0.05
B101816,2025-08-04,F4,P13,K0139,2,0.08
B101817,2025-08-04,F4,P10,K0158,2,0.1
B101818,2025-08-04,F4,P05,K0158,1,0.0
B101819,2025-08-04,F4,P10,K0137,2,0.03
B101820,2025-08-05,F1,P18,K0019,1,0.05
B101821,2025-08-05,F1,P08,K0015,2,0.05
B101822,2025-08-05,F1,P11,K0012,3,0.05
B101823,2025-08-05,F1,P15,K0005,1,0.05
B101824,2025-08-05,F2,P02,K0055,1,0.2
B101825,2025-08-05,F2,P02,K0075,1,0.2
B101826,2025-08-05,F3,P17,K0122,1,0.0
B101827,2025-08-05,F3,P07,K0088,1,0.05
B101828,2025-08-05,F3,P04,K0104,1,0.1
B101829,2025-08-05,F3,P12,K0134,2,0.05
B101830,2025-08-05,F3,P16,K0132,1,0.05
B101831,2025-08-05,F4,P13,K0150,2,0.1
B101832,2025-08-05,F4,P05,K0147,1,0.05
B101833,2025-08-06,F1,P13,K0132,1,0.05
B101834,2025-08-06,F1,P12,K0015,3,0.05
B101835,2025-08-06,F2,P01,K0050,1,0.2
B101836,2025-08-06,F3,P12,K0114,2,0.1
B101837,2025-08-06,F3,P16,K0097,1,0.05
B101838,2025-08-06,F3,P15,K0133,2,0.05
B101839,2025-08-06,F3,P08,K0114,2,0.0
B101840,2025-08-06,F3,P13,K0087,2,0.0
B101841,2025-08-06,F3,P18,K0092,1,0.0
B101842,2025-08-06,F4,P01,K0135,1,0.05
B101843,2025-08-06,F4,P10,K0142,3,0.1
B101844,2025-08-07,F1,P01,K0026,1,0.1
B101845,2025-08-07,F1,P01,K0045,1,0.1
B101846,2025-08-07,F1,P02,K0011,1,0.03
B101847,2025-08-07,F1,P09,K0032,3,0.1
B101848,2025-08-07,F2,P09,K0064,1,0.2
B101849,2025-08-07,F2,P09,K0083,3,0.2
B101850,2025-08-07,F2,P12,K0081,1,0.15
B101851,2025-08-07,F3,P13,K0090,1,0.1
B101852,2025-08-07,F3,P16,K0096,1,0.03
B101853,2025-08-07,F3,P08,K0129,1,0.1
B101854,2025-08-07,F4,P08,K0024,2,0.05
B101855,2025-08-07,F4,P15,K0158,2,0.05
B101856,2025-08-08,F1,P15,K0030,1,0.1
B101857,2025-08-08,F1,P17,K0016,1,0.0
B101858,2025-08-08,F1,P12,K0041,3,0.0
B101859,2025-08-08,F1,P02,K0010,1,0.0
B101860,2025-08-08,F2,P01,K0071,1,0.25
B101861,2025-08-08,F2,P11,K0149,3,0.2
B101862,2025-08-08,F2,P18,K0064,1,0.2
B101863,2025-08-08,F2,P11,K0053,1,0.15
B101864,2025-08-08,F3,P10,K0105,2,0.0
B101865,2025-08-08,F3,P05,K0103,1,0.05
B101866,2025-08-08,F3,P11,K0108,1,0.1
B101867,2025-08-08,F4,P12,K0065,3,0.03
B101868,2025-08-08,F4,P09,K0141,1,0.0
B101869,2025-08-08,F4,P17,K0135,1,0.0
B101870,2025-08-08,F4,P17,K0135,1,0.0
B101871,2025-08-09,F1,P12,K0029,3,0.0
B101872,2025-08-09,F1,P09,K0037,1,0.1
B101873,2025-08-09,F1,P15,K0032,1,0.05
B101874,2025-08-09,F1,P10,K0043,3,0.0
B101875,2025-08-09,F1,P03,K0036,1,0.1
B101876,2025-08-09,F2,P08,K0151,3,0.15
B101877,2025-08-09,F2,P15,K0047,2,0.2
B101878,2025-08-09,F2,P14,K0066,2,0.2
B101879,2025-08-09,F2,P03,K0160,1,0.2
B101880,2025-08-09,F3,P14,K0113,1,0.05
B101881,2025-08-09,F3,P15,K0105,2,0.05
B101882,2025-08-09,F3,P14,K0089,2,0.05
B101883,2025-08-09,F3,P01,K0126,1,0.0
B101884,2025-08-09,F3,P11,K0116,2,0.1
B101885,2025-08-09,F3,P15,K0094,2,0.0
B101886,2025-08-09,F4,P09,K0146,1,0.03
B101887,2025-08-09,F4,P08,K0149,1,0.08
B101888,2025-08-09,F4,P17,K0152,1,0.05
B101889,2025-08-11,F1,P12,K0021,3,0.0
B101890,2025-08-11,F1,P15,K0032,1,0.1
B101891,2025-08-11,F1,P05,K0025,1,0.0
B101892,2025-08-11,F2,P12,K0072,1,0.15
B101893,2025-08-11,F2,P11,K0052,2,0.15
B101894,2025-08-11,F2,P11,K0077,2,0.25
B101895,2025-08-11,F3,P16,K0126,1,0.03
B101896,2025-08-11,F3,P01,K0110,1,0.03
B101897,2025-08-11,F3,P01,K0132,1,0.05
B101898,2025-08-11,F4,P04,K0050,1,0.0
B101899,2025-08-11,F4,P01,K0153,1,0.1
B101900,2025-08-11,F4,P11,K0151,3,0.1
B101901,2025-08-11,F4,P08,K0148,3,0.0
B101902,2025-08-12,F1,P08,K0006,1,0.05
B101903,2025-08-12,F1,P08,K0006,1,0.05
B101904,2025-08-12,F1,P11,K0002,1,0.0
B101905,2025-08-12,F2,P10,K0058,3,0.25
B101906,2025-08-12,F2,P15,K0064,2,0.25
B101907,2025-08-12,F3,P10,K0099,3,0.0
B101908,2025-08-12,F3,P11,K0092,2,0.0
B101909,2025-08-12,F4,P15,K0161,1,0.0
B101910,2025-08-13,F1,P08,K0045,2,0.05
B101911,2025-08-13,F1,P09,K0008,3,0.03
B101912,2025-08-13,F2,P01,K0083,1,0.25
B101913,2025-08-13,F2,P10,K0054,2,0.2
B101914,2025-08-13,F3,P10,K0116,3,0.08
B101915,2025-08-13,F3,P15,K0115,2,0.0
B101916,2025-08-13,F3,P11,K0100,2,0.08
B101917,2025-08-13,F3,P03,K0114,1,0.05
B101918,2025-08-13,F3,P15,K0056,2,0.0
B101919,2025-08-13,F3,P05,K0001,1,0.03
B101920,2025-08-13,F4,P02,K0003,1,0.0
B101921,2025-08-14,F1,P05,K0019,1,0.05
B101922,2025-08-14,F1,P18,K0021,1,0.05
B101923,2025-08-14,F1,P10,K0008,1,0.05
B101924,2025-08-14,F1,P06,K0034,1,0.1
B101925,2025-08-14,F1,P09,K0037,2,0.0
B101926,2025-08-14,F2,P08,K0055,2,0.25
B101927,2025-08-14,F2,P05,K0067,1,0.2
B101928,2025-08-14,F3,P08,K0087,3,0.05
B101929,2025-08-14,F4,P12,K0153,1,0.1
B101930,2025-08-14,F4,P17,K0145,1,0.0
B101931,2025-08-14,F4,P11,K0146,3,0.05
B101932,2025-08-15,F2,P08,K0064,1,0.25
B101933,2025-08-15,F2,P02,K0070,1,0.15
B101934,2025-08-15,F2,P17,K0057,1,0.2
B101935,2025-08-15,F2,P16,K0059,1,0.2
B101936,2025-08-15,F2,P11,K0054,3,0.25
B101937,2025-08-15,F2,P09,K0072,1,0.15
B101938,2025-08-15,F2,P10,K0049,1,0.2
B101939,2025-08-15,F3,P05,K0113,1,0.0
B101940,2025-08-15,F3,P16,K0133,1,0.03
B101941,2025-08-15,F3,P16,K0112,1,0.1
B101942,2025-08-16,F1,P18,K0041,1,0.05
B101943,2025-08-16,F1,P17,K0131,1,0.0
B101944,2025-08-16,F1,P11,K0017,3,0.0
B101945,2025-08-16,F1,P09,K0038,3,0.0
B101946,2025-08-16,F1,P06,K0101,1,0.0
B101947,2025-08-16,F2,P11,K0070,2,0.2
B101948,2025-08-16,F2,P16,K0047,1,0.2
B101949,2025-08-16,F3,P18,K0118,1,0.03
B101950,2025-08-16,F3,P01,K0096,1,0.0
B101951,2025-08-16,F3,P11,K0090,1,0.1
B101952,2025-08-16,F3,P16,K0095,1,0.05
B101953,2025-08-16,F3,P17,K0087,1,0.0
B101954,2025-08-16,F4,P11,K0150,3,0.1
B101955,2025-08-16,F4,P05,K0137,1,0.0
B101956,2025-08-16,F4,P01,K0159,1,0.1
B101957,2025-08-18,F1,P11,K0082,3,0.0
B101958,2025-08-18,F1,P16,K0005,1,0.03
B101959,2025-08-18,F1,P08,K0006,1,0.0
B101960,2025-08-18,F1,P11,K0012,1,0.05
B101961,2025-08-18,F2,P15,K0076,2,0.25
B101962,2025-08-18,F2,P16,K0070,1,0.2
B101963,2025-08-18,F2,P17,K0058,1,0.15
B101964,2025-08-18,F2,P10,K0082,2,0.2
B101965,2025-08-18,F3,P11,K0087,3,0.1
B101966,2025-08-18,F3,P01,K0103,1,0.03
B101967,2025-08-19,F1,P09,K0009,1,0.1
B101968,2025-08-19,F1,P13,K0008,2,0.0
B101969,2025-08-19,F1,P14,K0039,1,0.1
B101970,2025-08-19,F1,P11,K0025,3,0.0
B101971,2025-08-19,F2,P14,K0077,2,0.25
B101972,2025-08-19,F2,P12,K0070,2,0.2
B101973,2025-08-19,F3,P13,K0127,2,0.05
B101974,2025-08-19,F3,P05,K0093,1,0.0
B101975,2025-08-19,F3,P08,K0109,3,0.0
B101976,2025-08-19,F3,P09,K0096,3,0.03
B101977,2025-08-19,F3,P18,K0044,1,0.0
B101978,2025-08-19,F3,P12,K0129,1,0.0
B101979,2025-08-19,F4,P15,K0137,2,0.05
B101980,2025-08-20,F1,P01,K0006,1,0.0
B101981,2025-08-20,F1,P15,K0013,1,0.05
B101982,2025-08-20,F1,P02,K0015,1,0.1
B101983,2025-08-20,F1,P12,K0029,2,0.05
B101984,2025-08-20,F2,P16,K0048,1,0.25
B101985,2025-08-20,F3,P13,K0125,2,0.03
B101986,2025-08-20,F3,P13,K0123,1,0.05
B101987,2025-08-20,F3,P12,K0128,2,0.05
B101988,2025-08-20,F3,P11,K0084,1,0.05
B101989,2025-08-20,F3,P09,K0129,1,0.1
B101990,2025-08-20,F4,P10,K0143,3,0.0
B101991,2025-08-20,F4,P18,K0097,1,0.1
B101992,2025-08-21,F1,P17,K0032,1,0.1
B101993,2025-08-21,F1,P18,K0015,1,0.1
B101994,2025-08-21,F1,P11,K0045,1,0.0
B101995,2025-08-21,F1,P11,K0003,1,0.0
B101996,2025-08-21,F3,P01,K0123,1,0.05
B101997,2025-08-21,F3,P18,K0095,1,0.0
B101998,2025-08-21,F3,P18,K0123,1,0.1
B101999,2025-08-21,F3,P02,K0085,1,0.0
B102000,2025-08-21,F4,P17,K0136,1,0.0
B102001,2025-08-22,F1,P14,K0008,2,0.03
B102002,2025-08-22,F1,P12,K0044,1,0.0
B102003,2025-08-22,F1,P08,K0007,3,0.1
B102004,2025-08-22,F2,P14,K0078,2,0.25
B102005,2025-08-22,F2,P09,K0067,3,0.2
B102006,2025-08-22,F2,P15,K0083,2,0.25
B102007,2025-08-22,F2,P13,K0065,2,0.15
B102008,2025-08-22,F2,P15,K0062,2,0.15
B102009,2025-08-22,F2,P08,K0068,1,0.2
B102010,2025-08-22,F3,P14,K0098,1,0.03
B102011,2025-08-22,F3,P18,K0094,1,0.0
B102012,2025-08-22,F3,P16,K0133,1,0.0
B102013,2025-08-22,F3,P09,K0085,3,0.0
B102014,2025-08-22,F4,P08,K0157,3,0.05
B102015,2025-08-22,F4,P12,K0151,2,0.08
B102016,2025-08-23,F1,P02,K0035,1,0.03
B102017,2025-08-23,F1,P16,K0044,1,0.03
B102018,2025-08-23,F1,P10,K0038,2,0.05
B102019,2025-08-23,F2,P10,K0081,3,0.25
B102020,2025-08-23,F2,P18,K0058,1,0.15
B102021,2025-08-23,F2,P08,K0073,3,0.15
B102022,2025-08-23,F3,P11,K0115,3,0.05
B102023,2025-08-23,F3,P16,K0123,1,0.05
B102024,2025-08-23,F3,P01,K0099,1,0.1
B102025,2025-08-23,F3,P08,K0091,3,0.1
B102026,2025-08-23,F4,P16,K0142,1,0.05
B102027,2025-08-23,F4,P05,K0158,1,0.03
B102028,2025-08-25,F1,P15,K0103,1,0.03
B102029,2025-08-25,F1,P12,K0022,2,0.08
B102030,2025-08-25,F1,P08,K0006,1,0.05
B102031,2025-08-25,F1,P11,K0027,2,0.1
B102032,2025-08-25,F2,P10,K0069,3,0.2
B102033,2025-08-25,F2,P14,K0061,1,0.15
B102034,2025-08-25,F2,P16,K0083,1,0.25
B102035,2025-08-25,F2,P11,K0074,1,0.2
B102036,2025-08-25,F3,P18,K0119,1,0.0
B102037,2025-08-25,F3,P17,K0097,1,0.1
B102038,2025-08-25,F4,P09,K0142,2,0.1
B102039,2025-08-25,F4,P01,K0138,1,0.05
B102040,2025-08-25,F4,P11,K0151,3,0.1
B102041,2025-08-25,F4,P08,K0144,2,0.05
B102042,2025-08-26,F1,P17,K0003,1,0.0
B102043,2025-08-26,F1,P12,K0017,3,0.05
B102044,2025-08-26,F1,P08,K0037,1,0.05
B102045,2025-08-26,F2,P18,K0080,1,0.2
B102046,2025-08-26,F2,P16,K0081,1,0.2
B102047,2025-08-26,F2,P10,K0070,3,0.25
B102048,2025-08-26,F3,P08,K0133,3,0.1
B102049,2025-08-26,F3,P17,K0088,1,0.0
B102050,2025-08-26,F3,P09,K0093,3,0.0
B102051,2025-08-26,F3,P02,K0102,1,0.1
B102052,2025-08-27,F1,P01,K0040,1,0.08
B102053,2025-08-27,F1,P16,K0040,1,0.1
B102054,2025-08-27,F1,P06,K0028,1,0.0
B102055,2025-08-27,F1,P03,K0021,1,0.0
B102056,2025-08-27,F1,P12,K0152,3,0.1
B102057,2025-08-27,F1,P16,K0005,1,0.05
B102058,2025-08-27,F1,P04,K0001,1,0.0
B102059,2025-08-27,F2,P03,K0058,1,0.2
B102060,2025-08-27,F2,P08,K0023,3,0.25
B102061,2025-08-27,F2,P13,K0048,1,0.25
B102062,2025-08-27,F2,P14,K0065,1,0.2
B102063,2025-08-27,F3,P04,K0104,1,0.1
B102064,2025-08-27,F3,P15,K0085,1,0.0
B102065,2025-08-27,F3,P08,K0115,3,0.0
B102066,2025-08-27,F3,P16,K0114,1,0.1
