Export RT-Kasse v4.2 | Rad & Tat GmbH | erstellt 2026-01-02 06:00 | alle Filialen
Belegnummer,Belegdatum,Filiale,Kategorie,Produkt,Menge,Umsatz,Kosten
B102199,2025-09-13,Köln,Zubehör,Helm Urban,2,127.84,76.00
B102200,2025-09-13,Köln,Werkstatt,Inspektion Standard,1,71.20,52.00
B102201,2025-09-13,Köln,Zubehör,Helm Urban,2,127.84,76.00
B102202,2025-09-13,Köln,Zubehör,Helm Urban,3,179.78,114.00
B102203,2025-09-13,Köln,Zubehör,Lichtset LED,2,63.84,33.60
B102204,2025-09-13,Köln,Bekleidung,Radhose,1,51.75,29.00
B102205,2025-09-13,München  ,Bekleidung,Handschuhe,2,56.81,23.00
B102206,2025-09-13,München,Zubehör,Lichtset LED,3,113.71,50.40
B102207,2025-09-13,München,Zubehör,Luftpumpe,1,24.15,9.90
B102208,2025-09-13,München,Zubehör,Lichtset LED,3,119.70,50.40
,,,,,,,
B102209,2025-09-13,München,Fahrräder,Gravelbike Kies,1,1234.05,830.00
B102210,2025-09-13,München,Werkstatt,Inspektion Standard,1,89.00,52.00
B102211,2025-09-13,Leipzig,E-Bikes,E-Bike City,1,2374.05,1690.00
B102212,2025-09-13,Leipzig,Zubehör,Fahrradtasche,2,169.10,88.00
B102213,2025-09-13,Leipzig,Werkstatt,Schlauchwechsel,1,18.90,9.00
B102214,2025-09-13,Leipzig,Werkstatt,Inspektion E-Bike,1,144.53,88.00
B102215,2025-09-15,Hamburg,Zubehör,Helm Urban,1,79.90,38.00
B102216,2025-09-15,Köln,Bekleidung,Regenjacke,2,219.30,122.00
B102217,2025-09-15,Köln,Werkstatt,Inspektion E-Bike,1,111.75,88.00
B102218,2025-09-15,München,Werkstatt,Inspektion Standard,1,89.00,52.00
B102219,2025-09-15,München,Zubehör,Luftpumpe,1,22.41,9.90
B102220,2025-09-15,Leipzig,Zubehör,Fahrradtasche,1,81.88,44.00
B102221,2025-09-15,Leipzig,Zubehör,Helm Urban,3,215.73,114.00
B102222,2025-09-16,Köln,Werkstatt,Schlauchwechsel,1,16.91,9.00
B102223,2025-09-16,Köln ,E-Bikes,E-Bike City,1,1999.20,1690.00
B102224,2025-09-16,Köln,Werkstatt,Inspektion Standard,1,71.20,52.00
B102225,2025-09-16,Köln,Fahrräder,Stadtrad Classic,1,551.65,410.00
B102226,2025-09-16,München,Bekleidung,Handschuhe,2,59.80,23.00
B102227,2025-09-16,München,Zubehör,Helm Urban,3,215.73,114.00
B102228,2025-09-16,Leipzig,E-Bikes,E-Bike Trekking,1,2879.10,2170.00
B102229,2025-09-16,Leipzig,Zubehör,Faltschloss,1,56.90,27.50
B102230,2025-09-17,Hamburg,Fahrräder,Trekkingrad Tour,1,809.10,560.00
B102231,2025-09-17,Hamburg,Werkstatt,Inspektion E-Bike,1,141.55,88.00
B102232,2025-09-17,Hamburg,Bekleidung,Radhose,2,131.10,58.00
B102233,2025-09-17,Hamburg,fahrräder,Trekkingrad Tour,1,809.10,560.00
B102234,2025-09-17,Köln,Zubehör,Fahrradtasche,2,142.40,88.00
B102235,2025-09-17,München,Werkstatt,Schlauchwechsel,1,19.90,9.00
B102236,2025-09-17,München,E-Bikes,E-Lastenrad,1,4840.30,3490.00
B102237,2025-09-17,München,Werkstatt,Inspektion Standard,1,84.55,52.00
B102238,2025-09-17,Leipzig,Werkstatt,Inspektion Standard,1,89.00,52.00
B102239,2025-09-17,Leipzig ,Werkstatt,Inspektion Standard,1,86.33,52.00
B102240,2025-09-17,Leipzig,E-Bikes,E-Bike City,1,2249.10,1690.00
B102241,2025-09-17,Leipzig,Zubehör,Faltschloss,2,119.80,55.00
B102242,2025-09-18,Hamburg,E-Bikes,E-Bike Trekking,1,3039.05,2170.00
B102243,2025-09-18,Hamburg,Bekleidung,Handschuhe,2,59.80,23.00
B102244,2025-09-18,Hamburg,Werkstatt,Inspektion Standard,1,86.33,52.00
B102245,2025-09-18,Köln,Fahrräder,Trekkingrad Tour,1,719.20,560.00
B102246,2025-09-18,Köln  ,Zubehör,Luftpumpe,1,21.16,9.90
B102247,2025-09-18,München,Zubehör,Helm Urban,2,143.82,76.00
B102248,2025-09-18,München,Zubehör,Faltschloss,2,107.82,55.00
B102249,2025-09-18,Leipzig,Zubehör,Helm Urban,3,215.73,114.00
B102250,2025-09-19,Hamburg ,Bekleidung,Radhose,2,131.10,58.00
B102251,2025-09-19,Hamburg,Fahrräder,Stadtrad Classic,1,649.00,410.00
B102252,2025-09-19,Hamburg,fahrräder,Kinderrad 20 Zoll,1,312.55,205.00
B102253,2025-09-19,Hamburg,Werkstatt,Schlauchwechsel,1,19.90,9.00
B102254,2025-09-19,Köln,Werkstatt,Inspektion Standard,1,71.20,52.00
B102255,2025-09-19,Köln,Werkstatt,Schlauchwechsel,1,15.92,9.00
B102256,2025-09-19,Köln,E-Bikes,E-Bike Trekking,1,2399.25,2170.00
B102257,2025-09-19,Köln,zubehör,Faltschloss,1,44.92,27.50
B102258,2025-09-19,München,Zubehör,Faltschloss,3,161.73,82.50
B102259,2025-09-19,München,Werkstatt,Inspektion Standard,1,89.00,52.00
B102260,2025-09-19,Leipzig,Bekleidung,Radhose,2,133.86,58.00
B102261,2025-09-20,Hamburg,Werkstatt,Schlauchwechsel,1,19.90,9.00
B102262,2025-09-20,Hamburg,Zubehör,Helm Urban,3,239.70,114.00
B102263,2025-09-20,Hamburg,E-Bikes,E-Bike City,1,2374.05,1690.00
B102264,2025-09-20,Köln,Zubehör,Faltschloss,2,95.84,55.00
B102265,2025-09-20,Köln,E-Bikes,E-Bike Trekking,1,2559.20,2170.00
B102266,2025-09-20,Köln ,Zubehör,Faltschloss,1,47.92,27.50
B102267,2025-09-20,München,Zubehör,Fahrradtasche,2,169.10,88.00
B102268,2025-09-20,München,Zubehör,Faltschloss,3,179.70,82.50
B102269,2025-09-20,München,Werkstatt,Inspektion Standard,1,84.55,52.00
B102270,2025-09-20,München,Werkstatt,Inspektion E-Bike,1,134.10,88.00
B102271,2025-09-20,München,Bekleidung,Handschuhe,2,58.01,23.00
B102272,2025-09-20,Leipzig,Zubehör,Faltschloss,3,170.71,82.50
B102273,2025-09-20,Leipzig,Zubehör,Helm Urban,2,143.82,76.00
B102274,2025-09-22,Hamburg,Fahrräder,Stadtrad Classic,1,616.55,410.00
B102275,2025-09-22,Hamburg,Zubehör,Helm Urban,2,151.81,76.00
B102276,2025-09-22,Köln,zubehör,Luftpumpe,3,59.76,29.70
B102277,2025-09-22,Köln,Zubehör,Fahrradtasche,3,213.60,132.00
B102278,2025-09-22,München,Werkstatt,Inspektion Standard,1,89.00,52.00
B102279,2025-09-22,Leipzig,werkstatt,Schlauchwechsel,1,18.90,9.00
B102280,2025-09-23,Hamburg,Zubehör,Helm Urban,3,239.70,114.00
B102281,2025-09-23,Hamburg ,Fahrräder,Stadtrad Classic,1,616.55,410.00
B102282,2025-09-23,Hamburg,E-Bikes,E-Bike City,1,2249.10,1690.00
B102283,2025-09-23,Hamburg  ,Zubehör,Helm Urban,1,71.91,38.00
B102284,2025-09-23,Köln,Zubehör,Lichtset LED,3,95.76,50.40
B102285,2025-09-23,München,Zubehör,Fahrradtasche,3,267.00,132.00
B102286,2025-09-23,München,Werkstatt,Inspektion E-Bike,1,149.00,88.00
B102287,2025-09-24,Hamburg,Zubehör,Luftpumpe,2,48.31,19.80
B102288,2025-09-24,Hamburg,Zubehör,Helm Urban,3,239.70,114.00
B102289,2025-09-24,Hamburg,E-Bikes,E-Bike City,1,2499.00,1690.00
B102290,2025-09-24,Köln,E-Bikes,E-Lastenrad,1,3992.00,3490.00
B102291,2025-09-24,Köln,E-Bikes,E-Bike Trekking,1,2559.20,2170.00
B102292,2025-09-24,Köln,E-Bikes,E-Lastenrad,1,3992.00,3490.00
B102293,2025-09-24,München,E-Bikes,E-Lastenrad,1,4990.00,3490.00
B102294,2025-09-24,München,werkstatt,Schlauchwechsel,1,18.90,9.00
B102295,2025-09-24,München,Zubehör,Lichtset LED,3,119.70,50.40
B102296,2025-09-24,München ,Fahrräder,Trekkingrad Tour,1,809.10,560.00
B102297,2025-09-24,Leipzig,Zubehör,Lichtset LED,2,75.81,33.60
B102298,2025-09-25,Hamburg,Zubehör,Luftpumpe,3,72.46,29.70
B102299,2025-09-25,Köln,Zubehör,Luftpumpe,1,18.67,9.90
B102300,2025-09-25,Köln,Zubehör,Helm Urban,3,191.76,114.00
B102301,2025-09-25,Köln,Zubehör,Lichtset LED,1,31.92,16.80
B102302,2025-09-25,Köln,Zubehör,Luftpumpe,2,37.35,19.80
B102303,2025-09-25,München,Fahrräder,Gravelbike Kies,1,1260.03,830.00
B102304,2025-09-25,München,Zubehör,Fahrradtasche,3,240.30,132.00
B102305,2025-09-25,Leipzig,zubehör,Luftpumpe,3,74.70,29.70
B102306,2025-09-25,Leipzig,Fahrräder,Gravelbike Kies,1,1169.10,830.00
B102307,2025-09-26,Hamburg,Zubehör,Faltschloss,2,113.81,55.00
B102308,2025-09-26,Hamburg,bekleidung,Radhose,2,131.10,58.00
B102309,2025-09-26,Köln,Bekleidung,Regenjacke,1,103.20,61.00
B102310,2025-09-26,Köln,Zubehör,Faltschloss,3,152.74,82.50
B102311,2025-09-26,München,Werkstatt,Inspektion Standard,1,84.55,52.00
B102312,2025-09-26,München,Fahrräder,Kinderrad 20 Zoll,1,312.55,205.00
B102313,2025-09-26,München,E-Bikes,E-Bike City,1,2499.00,1690.00
B102314,2025-09-26,Leipzig,Werkstatt,Inspektion Standard,1,80.10,52.00
B102315,2025-09-27,Hamburg,Bekleidung,Handschuhe,1,28.40,11.50
B102316,2025-09-27,Hamburg,Fahrräder,Stadtrad Classic,1,649.00,410.00
B102317,2025-09-27,Köln,zubehör,Helm Urban,1,59.93,38.00
B102318,2025-09-27,Köln  ,zubehör,Luftpumpe,1,19.92,9.90
B102319,2025-09-27,Köln,Fahrräder,Trekkingrad Tour,1,674.25,560.00
B102320,2025-09-27,Köln,Fahrräder,Stadtrad Classic,1,519.20,410.00
B102321,2025-09-27,München,Fahrräder,Trekkingrad Tour,1,872.03,560.00
B102322,2025-09-27,Leipzig,E-Bikes,E-Bike City,1,2374.05,1690.00
B102323,2025-09-29,Hamburg,Bekleidung,Handschuhe,2,55.02,23.00
B102324,2025-09-29,Köln,E-Bikes,E-Bike Trekking,1,2719.15,2170.00
B102325,2025-09-29,München,Werkstatt,Inspektion Standard,1,86.33,52.00
B102326,2025-09-29,München,Zubehör,Lichtset LED,2,71.82,33.60
B102327,2025-09-29,München,Werkstatt,Inspektion Standard,1,89.00,52.00
B102328,2025-09-29,München,E-Bikes,E-Bike Trekking,1,3199.00,2170.00
B102329,2025-09-29,München,Zubehör,Faltschloss,3,179.70,82.50
B102330,2025-09-29,Leipzig,Bekleidung,Handschuhe,1,27.51,11.50
B102331,2025-09-29,Leipzig,Werkstatt,Inspektion E-Bike,1,149.00,88.00
B102332,2025-09-30,Hamburg,Zubehör,Luftpumpe,3,70.96,29.70
B102333,2025-09-30,Hamburg,Zubehör,Helm Urban,3,215.73,114.00
B102334,2025-09-30,Köln,Bekleidung,Radhose,1,58.65,29.00
B102335,2025-09-30,Köln,Werkstatt,Inspektion Standard,1,75.65,52.00
B102336,2025-09-30,München,Zubehör,Lichtset LED,2,79.80,33.60
B102337,2025-09-30,München,Werkstatt,Schlauchwechsel,1,19.90,9.00
B102338,2025-09-30,München,Zubehör,Fahrradtasche,3,267.00,132.00
B102339,2025-09-30,Leipzig,Fahrräder,Stadtrad Classic,1,649.00,410.00
B102340,2025-09-30,Leipzig,Werkstatt,Inspektion Standard,1,89.00,52.00
B102341,2025-10-01,Hamburg,E-Bikes,E-Bike City,1,2374.05,1690.00
B102342,2025-10-01,Köln,Zubehör,Fahrradtasche,3,213.60,132.00
B102343,2025-10-01,München,Fahrräder,Stadtrad Classic,1,616.55,410.00
B102344,2025-10-02,Hamburg,Werkstatt,Inspektion E-Bike,1,149.00,88.00
B102345,2025-10-02,Hamburg,Zubehör,Fahrradtasche,2,169.10,88.00
B102346,2025-10-02,Köln,Zubehör,Lichtset LED,2,63.84,33.60
B102347,2025-10-02,München  ,Bekleidung,Regenjacke,2,232.20,122.00
B102348,2025-10-02,München,Werkstatt,Schlauchwechsel,1,19.90,9.00
B102349,2025-10-02,München,Zubehör,Faltschloss,3,179.70,82.50
B102350,2025-10-02,Leipzig,E-Bikes,E-Bike City,1,2499.00,1690.00
B102351,2025-10-02,Leipzig,Zubehör,Lichtset LED,3,119.70,50.40
B102352,2025-10-03,Hamburg,Zubehör,Helm Urban,1,79.90,38.00
B102353,2025-10-03,Hamburg,Zubehör,Luftpumpe,2,47.31,19.80
B102354,2025-10-03,Hamburg,Zubehör,Luftpumpe,2,44.82,19.80
B102355,2025-10-03,München,Werkstatt,Inspektion E-Bike,1,141.55,88.00
B102356,2025-10-04,Hamburg,Zubehör,Faltschloss,2,119.80,55.00
B102357,2025-10-04,Köln,Fahrräder,Trekkingrad Tour,1,719.20,560.00
B102358,2025-10-04,München,Werkstatt,Inspektion Standard,1,84.55,52.00
B102359,2025-10-04,Leipzig,E-Bikes,E-Bike Trekking,1,3039.05,2170.00
B102360,2025-10-04,Leipzig,Werkstatt,Schlauchwechsel,1,18.90,9.00
B102361,2025-10-04,Leipzig,Zubehör,Lichtset LED,2,79.80,33.60
B102362,2025-10-06,Hamburg,Zubehör,Lichtset LED,1,36.71,16.80
B102363,2025-10-06,Köln,werkstatt,Inspektion Standard,1,75.65,52.00
B102364,2025-10-06,Köln ,Zubehör,Faltschloss,3,134.77,82.50
B102365,2025-10-06,München,Fahrräder,Stadtrad Classic,1,649.00,410.00
B102366,2025-10-06,München,Werkstatt,Schlauchwechsel,1,17.91,9.00
B102367,2025-10-07,Köln,werkstatt,Inspektion Standard,1,66.75,52.00
B102368,2025-10-07,Köln,Bekleidung,Handschuhe,2,47.84,23.00
B102369,2025-10-07,München,Werkstatt,Schlauchwechsel,1,19.30,9.00
B102370,2025-10-07,München,Zubehör,Helm Urban,3,215.73,114.00
B102371,2025-10-07,München,Zubehör,Faltschloss,1,53.91,27.50
B102372,2025-10-08,Hamburg ,Werkstatt,Inspektion Standard,1,84.55,52.00
B102373,2025-10-08,Hamburg,zubehör,Fahrradtasche,1,89.00,44.00
B102374,2025-10-08,München,Bekleidung,Regenjacke,1,125.13,61.00
B102375,2025-10-08,München,Werkstatt,Schlauchwechsel,1,17.91,9.00
B102376,2025-10-08,München,e-bikes,E-Bike City,1,2249.10,1690.00
B102377,2025-10-09,Hamburg,Werkstatt,Inspektion Standard,1,80.10,52.00
B102378,2025-10-09,Hamburg ,E-Bikes,E-Bike Trekking,1,3103.03,2170.00
B102379,2025-10-09,Köln,Werkstatt,Schlauchwechsel,1,15.92,9.00
B102380,2025-10-09,München,E-Bikes,E-Bike City,1,2499.00,1690.00
B102381,2025-10-09,München,Zubehör,Lichtset LED,1,39.90,16.80
B102382,2025-10-09,München,Zubehör,Luftpumpe,2,44.82,19.80
B102383,2025-10-10,Hamburg,Fahrräder,Stadtrad Classic,1,649.00,410.00
B102384,2025-10-10,Hamburg  ,zubehör,Lichtset LED,2,75.81,33.60
B102385,2025-10-10,Hamburg,Zubehör,Helm Urban,2,159.80,76.00
B102386,2025-10-10,Köln,Werkstatt,Schlauchwechsel,1,15.92,9.00
B102387,2025-10-10,Köln,werkstatt,Schlauchwechsel,1,15.92,9.00
B102388,2025-10-10,München,E-Bikes,E-Lastenrad,1,4740.50,3490.00
B102389,2025-10-10,München ,Zubehör,Faltschloss,3,170.71,82.50
B102390,2025-10-10,München,E-Bikes,E-Bike City,1,2499.00,1690.00
B102391,2025-10-10,Leipzig,Werkstatt,Inspektion E-Bike,1,141.55,88.00
B102392,2025-10-10,Leipzig,Zubehör,Faltschloss,2,113.81,55.00
B102393,2025-10-10,Leipzig,Fahrräder,Kinderrad 20 Zoll,1,312.55,205.00
B102394,2025-10-11,Hamburg,Werkstatt,Inspektion Standard,1,86.33,52.00
B102395,2025-10-11,Hamburg,Zubehör,Lichtset LED,2,71.82,33.60
B102396,2025-10-11,Köln,Bekleidung,Handschuhe,2,47.84,23.00
B102397,2025-10-11,Köln,Zubehör,Faltschloss,3,143.76,82.50
B102398,2025-10-11,Köln  ,Fahrräder,Kinderrad 20 Zoll,1,246.75,205.00
B102399,2025-10-11,München,Werkstatt,Schlauchwechsel,1,18.90,9.00
B102400,2025-10-11,Leipzig,E-Bikes,E-Bike Trekking,1,3199.00,2170.00
B102401,2025-10-11,Leipzig,Zubehör,Helm Urban,2,143.82,76.00
B102402,2025-10-13,Hamburg,Werkstatt,Inspektion E-Bike,1,149.00,88.00
B102403,2025-10-13,Hamburg,Zubehör,Fahrradtasche,2,160.20,88.00
B102404,2025-10-13,Köln,Zubehör,Lichtset LED,2,63.84,33.60
B102405,2025-10-13,München,Fahrräder,Stadtrad Classic,1,649.00,410.00
B102406,2025-10-13,München,E-Bikes,E-Bike Trekking,1,3199.00,2170.00
B102407,2025-10-13,München,Fahrräder,Kinderrad 20 Zoll,1,319.13,205.00
B102408,2025-10-14,Hamburg,fahrräder,Kinderrad 20 Zoll,1,312.55,205.00
B102409,2025-10-14,Hamburg,Bekleidung,Handschuhe,1,29.90,11.50
B102410,2025-10-14,München,Zubehör,Faltschloss,2,107.82,55.00
B102411,2025-10-14,München,Zubehör,Lichtset LED,2,79.80,33.60
B102412,2025-10-14,München,Fahrräder,Trekkingrad Tour,1,899.00,560.00
B102413,2025-10-15,Hamburg,Werkstatt,Inspektion Standard,1,80.10,52.00
B102414,2025-10-15,Hamburg,Werkstatt,Inspektion Standard,1,84.55,52.00
B102415,2025-10-15,Hamburg,Werkstatt,Schlauchwechsel,1,19.90,9.00
B102416,2025-10-15,Hamburg,Zubehör,Faltschloss,3,174.31,82.50
B102417,2025-10-15,München,Bekleidung,Regenjacke,2,245.10,122.00
B102418,2025-10-15,München,Werkstatt,Inspektion Standard,1,84.55,52.00
B102419,2025-10-16,Hamburg,Fahrräder,Trekkingrad Tour,1,809.10,560.00
B102420,2025-10-16,Hamburg,Fahrräder,Trekkingrad Tour,1,899.00,560.00
B102421,2025-10-16,Köln,Zubehör,Luftpumpe,3,59.76,29.70
B102422,2025-10-16,München,werkstatt,Inspektion Standard,1,84.55,52.00
B102423,2025-10-17,Hamburg,Zubehör,Helm Urban,2,159.80,76.00
B102424,2025-10-17,Köln,Werkstatt,Schlauchwechsel,1,15.92,9.00
B102425,2025-10-17,Köln,Zubehör,Helm Urban,2,127.84,76.00
B102426,2025-10-17,München,Werkstatt,Inspektion Standard,1,89.00,52.00
B102427,2025-10-18,Hamburg,Zubehör,Luftpumpe,1,24.90,9.90
B102428,2025-10-18,Hamburg  ,Werkstatt,Inspektion Standard,1,89.00,52.00
B102429,2025-10-18,Hamburg,Fahrräder,Gravelbike Kies,1,1234.05,830.00
B102430,2025-10-18,Köln  ,Fahrräder,Stadtrad Classic,1,519.20,410.00
B102431,2025-10-18,Köln,Zubehör,Faltschloss,2,95.84,55.00
B102432,2025-10-18,Köln,Werkstatt,Inspektion Standard,1,75.65,52.00
B102433,2025-10-18,Köln,E-Bikes,E-Bike Trekking,1,2399.25,2170.00
B102434,2025-10-18,München,Werkstatt,Schlauchwechsel,1,19.90,9.00
B102435,2025-10-18,München,Werkstatt,Inspektion Standard,1,89.00,52.00
B102436,2025-10-18,München,Zubehör,Lichtset LED,1,39.90,16.80
B102437,2025-10-18,München,Bekleidung,Handschuhe,2,58.01,23.00
B102438,2025-10-18,München,Zubehör,Faltschloss,3,179.70,82.50
B102439,2025-10-18,Leipzig,Zubehör,Faltschloss,2,113.81,55.00
B102440,2025-10-20,Hamburg,Bekleidung,Regenjacke,2,250.26,122.00
B102441,2025-10-20,Köln,werkstatt,Inspektion E-Bike,1,126.65,88.00
B102442,2025-10-20,Köln,E-Bikes,E-Bike City,1,1874.25,1690.00
B102443,2025-10-20,München,Zubehör,Lichtset LED,2,79.80,33.60
B102444,2025-10-20,Leipzig ,Werkstatt,Inspektion Standard,1,84.55,52.00
B102445,2025-10-21,Hamburg,Werkstatt,Inspektion Standard,1,86.33,52.00
B102446,2025-10-21,Hamburg,Bekleidung,Radhose,1,69.00,29.00
B102447,2025-10-21,Köln,Fahrräder,Gravelbike Kies,1,1039.20,830.00
B102448,2025-10-21,München  ,Fahrräder,Trekkingrad Tour,1,854.05,560.00
B102449,2025-10-21,München,Zubehör,Luftpumpe,1,23.65,9.90
B102450,2025-10-21,Leipzig,Werkstatt,Inspektion Standard,1,89.00,52.00
B102451,2025-10-22,Hamburg,Fahrräder,Trekkingrad Tour,1,899.00,560.00
B102452,2025-10-22,Hamburg,Fahrräder,Trekkingrad Tour,1,827.08,560.00
B102453,2025-10-22,München  ,Werkstatt,Schlauchwechsel,1,18.90,9.00
B102454,2025-10-22,München ,E-Bikes,E-Lastenrad,1,4740.50,3490.00
B102455,2025-10-22,München,Werkstatt,Inspektion Standard,1,84.55,52.00
B102456,2025-10-22,München,Zubehör,Lichtset LED,1,39.90,16.80
B102457,2025-10-23,Hamburg,Fahrräder,Stadtrad Classic,1,629.53,410.00
B102458,2025-10-23,Köln,Zubehör,Helm Urban,3,203.75,114.00
B102459,2025-10-23,Köln,Zubehör,Helm Urban,3,191.76,114.00
B102460,2025-10-23,München ,Zubehör,Fahrradtasche,1,89.00,44.00
B102461,2025-10-23,München,Zubehör,Helm Urban,3,215.73,114.00
B102462,2025-10-23,Leipzig,Bekleidung,Handschuhe,1,29.90,11.50
B102463,2025-10-24,Hamburg,Bekleidung,Radhose,2,126.96,58.00
B102464,2025-10-24,Hamburg,Zubehör,Faltschloss,3,170.71,82.50
,,,,,,,
B102465,2025-10-24,Hamburg,Fahrräder,Kinderrad 20 Zoll,1,329.00,205.00
B102466,2025-10-24,Köln,Zubehör,Helm Urban,1,63.92,38.00
B102467,2025-10-24,München,Zubehör,Helm Urban,1,75.91,38.00
B102468,2025-10-24,Leipzig,Bekleidung,Radhose,1,69.00,29.00
B102469,2025-10-24,Leipzig,Fahrräder,Gravelbike Kies,1,1234.05,830.00
B102470,2025-10-24,Leipzig,Fahrräder,Trekkingrad Tour,1,827.08,560.00
B102471,2025-10-25,Hamburg  ,Zubehör,Helm Urban,1,77.50,38.00
B102472,2025-10-25,Hamburg,Werkstatt,Schlauchwechsel,1,18.31,9.00
B102473,2025-10-25,Hamburg,Zubehör,Fahrradtasche,3,240.30,132.00
B102474,2025-10-25,Köln,Werkstatt,Inspektion Standard,1,71.20,52.00
B102475,2025-10-25,München,Fahrräder,Gravelbike Kies,1,1299.00,830.00
B102476,2025-10-25,München,zubehör,Helm Urban,2,155.01,76.00
B102477,2025-10-25,München,fahrräder,Stadtrad Classic,1,616.55,410.00
B102478,2025-10-25,München,Bekleidung,Radhose,1,66.93,29.00
B102479,2025-10-25,München,Zubehör,Faltschloss,3,170.71,82.50
B102480,2025-10-25,Leipzig,Fahrräder,Stadtrad Classic,1,629.53,410.00
B102481,2025-10-25,Leipzig,Werkstatt,Inspektion Standard,1,80.10,52.00
B102482,2025-10-25,Leipzig,Zubehör,Faltschloss,3,179.70,82.50
B102483,2025-10-27,Hamburg,bekleidung,Radhose,2,124.20,58.00
B102484,2025-10-27,Hamburg,Bekleidung,Regenjacke,1,116.10,61.00
B102485,2025-10-27,Köln,Fahrräder,Trekkingrad Tour,1,674.25,560.00
B102486,2025-10-27,Köln,Bekleidung,Radhose,1,55.20,29.00
B102487,2025-10-27,München,Fahrräder,Trekkingrad Tour,1,827.08,560.00
B102488,2025-10-27,München,Fahrräder,Kinderrad 20 Zoll,1,329.00,205.00
B102489,2025-10-27,Leipzig,Werkstatt,Schlauchwechsel,1,17.91,9.00
B102490,2025-10-28,Hamburg,Bekleidung,Handschuhe,2,56.81,23.00
B102491,2025-10-28,Hamburg,Werkstatt,Schlauchwechsel,1,19.30,9.00
B102492,2025-10-28,Hamburg,Werkstatt,Schlauchwechsel,1,19.90,9.00
B102493,2025-10-28,Köln,Zubehör,Helm Urban,2,135.83,76.00
B102494,2025-10-28,Köln,Werkstatt,Schlauchwechsel,1,16.91,9.00
B102495,2025-10-28,München,Bekleidung,Handschuhe,2,58.01,23.00
B102496,2025-10-28,München,Zubehör,Luftpumpe,3,72.46,29.70
B102497,2025-10-28,München,Zubehör,Fahrradtasche,1,89.00,44.00
B102498,2025-10-29,Hamburg,Zubehör,Lichtset LED,3,107.73,50.40
B102499,2025-10-29,Hamburg,Zubehör,Faltschloss,3,165.32,82.50
B102500,2025-10-29,Hamburg,Fahrräder,Stadtrad Classic,1,649.00,410.00
B102501,2025-10-29,München,Werkstatt,Inspektion E-Bike,1,149.00,88.00
B102502,2025-10-29,München,Zubehör,Faltschloss,2,113.81,55.00
B102503,2025-10-29,München,Werkstatt,Inspektion Standard,1,84.55,52.00
B102504,2025-10-29,München,Zubehör,Lichtset LED,2,71.82,33.60
B102505,2025-10-29,Leipzig,Werkstatt,Inspektion E-Bike,1,141.55,88.00
B102506,2025-10-29,Leipzig,Zubehör,Helm Urban,1,79.90,38.00
B102507,2025-10-30,Hamburg  ,Zubehör,Fahrradtasche,1,84.55,44.00
B102508,2025-10-30,Hamburg,Zubehör,Helm Urban,3,227.72,114.00
B102509,2025-10-30,München,Fahrräder,Stadtrad Classic,1,616.55,410.00
B102510,2025-10-30,München,Bekleidung,Regenjacke,2,232.20,122.00
B102511,2025-10-30,Leipzig  ,Zubehör,Faltschloss,2,107.82,55.00
B102512,2025-10-30,Leipzig,Zubehör,Lichtset LED,1,37.90,16.80
B102513,2025-10-30,Leipzig,Zubehör,Lichtset LED,1,37.90,16.80
B102514,2025-10-31,Hamburg ,zubehör,Helm Urban,2,159.80,76.00
B102515,2025-10-31,Hamburg,Zubehör,Lichtset LED,2,71.82,33.60
B102516,2025-10-31,Hamburg,E-Bikes,E-Bike City,1,2424.03,1690.00
B102517,2025-10-31,Köln  ,Zubehör,Faltschloss,3,143.76,82.50
B102518,2025-10-31,Köln  ,Werkstatt,Inspektion E-Bike,1,119.20,88.00
B102519,2025-10-31,Köln,Zubehör,Lichtset LED,2,63.84,33.60
B102520,2025-10-31,München,Zubehör,Luftpumpe,1,24.90,9.90
B102521,2025-10-31,München,Bekleidung,Handschuhe,1,29.90,11.50
B102522,2025-10-31,München  ,Werkstatt,Schlauchwechsel,1,19.90,9.00
B102523,2025-10-31,Leipzig,Werkstatt,Inspektion Standard,1,84.55,52.00
B102524,2025-11-01,Hamburg,Fahrräder,Trekkingrad Tour,1,854.05,560.00
B102525,2025-11-01,Hamburg,Zubehör,Fahrradtasche,1,80.10,44.00
B102526,2025-11-01,Hamburg,Zubehör,Faltschloss,1,58.10,27.50
B102527,2025-11-01,Köln ,Zubehör,Luftpumpe,1,19.92,9.90
B102528,2025-11-01,München,Bekleidung,Regenjacke,2,232.20,122.00
B102529,2025-11-01,München,werkstatt,Inspektion Standard,1,89.00,52.00
B102530,2025-11-01,Leipzig,Zubehör,Luftpumpe,2,44.82,19.80
B102531,2025-11-01,Leipzig,Zubehör,Helm Urban,3,220.52,114.00
B102532,2025-11-04,Hamburg,Bekleidung,Regenjacke,2,258.00,122.00
B102533,2025-11-04,München,Zubehör,Faltschloss,1,59.90,27.50
B102534,2025-11-04,München,Zubehör,Luftpumpe,3,74.70,29.70
B102535,2025-11-04,München,Bekleidung,Regenjacke,1,116.10,61.00
B102536,2025-11-04,Leipzig  ,Bekleidung,Radhose,1,63.48,29.00
B102537,2025-11-05,Hamburg,Zubehör,Luftpumpe,2,49.80,19.80
B102538,2025-11-05,München,Bekleidung,Regenjacke,1,129.00,61.00
B102539,2025-11-06,Hamburg,werkstatt,Schlauchwechsel,1,18.90,9.00
